업체(시설)명,지도점검일자,점검사항,지도점검구분,소재지주소
광명기획,20100928,대기방지시설 정상 작동 여부 등,정기,서울특별시 종로구 관수동 130-2번지 
종로염색,20100909,폐수배출시설 가동상태 확인 및 수질오염도 검사,수시,서울특별시 종로구 효제동 197-1번지 
종오섬유,20100813,폐수방지시설 정상 가동 여부,정기,서울특별시 종로구 충신동 206-12번지 
대성섬유,20100813,폐수방지시설 정상 가동 여부,정기,서울특별시 종로구 충신동 207-13번지 
신풍지퍼,20100813,폐수방지시설 정상 가동 여부,정기,서울특별시 종로구 충신동 69-2번지 
효제사,20100813,폐수방지시설 정상 가동 여부,정기,서울특별시 종로구 종로6가 238-32번지 
(주)두양,20100813,폐수방지시설 정상 가동 여부,정기,서울특별시 종로구 종로6가 240-3번지 
진영염색,20100813,폐수방지시설 정상 가동 여부,정기,서울특별시 종로구 종로6가 33-9번지 
신아염색,20100813,폐수방지시설 정상 가동 여부,정기,서울특별시 종로구 종로6가 34번지 
미주염색,20100813,폐수방지시설 정상 가동 여부,정기,서울특별시 종로구 종로6가 98-2번지 
우리염색,20100813,폐수방지시설 정상 가동 여부,정기,서울특별시 종로구 충신동 188-8번지 
북악주유소,20100723,장마철 대비 방지시설 장상가동 여부,수시,서울특별시 종로구 평창동 103-1번지 
특종주유소,20100723,장마철 배출시설 정상가동 여부,수시,서울특별시 종로구 평창동 198-1번지 
경일석유(주) 세검정주유소,20100723,장마철 방지시설 정상가동 여부,수시,서울특별시 종로구 평창동 157-1번지 
명경주유소,20100723,장마철 대비 방지시설 장상가동 여부,수시,서울특별시 종로구 평창동 80-1번지 
OK카서비스,20100723,장마철 대비 방지시설 장상가동 여부,수시,서울특별시 종로구 평창동 66-32번지 
알파색채 주식회사,20100723,장마철 대비 방지시설 장상가동 여부,수시,서울특별시 종로구 평창동 283-1번지 
번개수리,20100719,폐수배출업소 신고사항 이행여부,정기,서울특별시 종로구 종로3가 36번지 한양타운 303호 
삼원염색,20100609,배출시설 및 방지시설 정상운영 여부,정기,서울특별시 종로구 종로5가 484번지 
성신염색,20100609,배출시설 및 방지시설 정상 운영여부,정기,서울특별시 종로구 종로5가 456-2번지 1층 
세일염색,20100609,배출시설 및 방지시설 정상운영 여부,정기,서울특별시 종로구 종로5가 460-2번지 
중앙염색,20100609,배출시설 및 방지시설 정상운영 여부,정기,서울특별시 종로구 종로5가 447번지 
태평양염색,20100609,배출시설 및 방지시설 정상운영 여부,정기,서울특별시 종로구 종로5가 444-3번지 1층 
신광염색,20100609,배출시설 및 방지시설 정상운영 여부,정기,서울특별시 종로구 종로5가 225-19번지 
유진염색,20100609,배출시설 및 방지시설 정상운영 여부,정기,서울특별시 종로구 종로5가 248-2번지 
종암염색,20100609,배출시설 및 방지시설 정상운영 여부,정기,서울특별시 종로구 종로5가 471번지 
청지,20100603,배출시설 및 방지시설 정상운영 여부,정기,서울특별시 종로구 봉익동 118-1번지 
나라도금,20100603,배출시설 및 방지시설 정상운영 여부,정기,서울특별시 종로구 봉익동 117-2번지 영동빌딩 308 
수현도금,20100603,배출시설 및 방지시설 정상운영 여부,정기,서울특별시 종로구 봉익동 117-2번지 영동빌딩 213호
한양도금,20100603,배출시설 및 방지시설 정상운영 여부,정기,서울특별시 종로구 봉익동 116번지 
대광멕기,20100603,배출시설 및 방지시설 정상운영 여부,정기,서울특별시 종로구 봉익동 109번지 성보빌딩 202호 
양지사,20100603,배출시설 및 방지시설 정상운영 여부,정기,서울특별시 종로구 봉익동 117-2번지 
두리멕기,20100603,배출시설 및 방지시설 정상운영 여부,정기,서울특별시 종로구 봉익동 116번지 종로빌딩 202호 
태성도금,20100603,배출시설 및 방지시설 정상운영 여부,정기,서울특별시 종로구 봉익동 11-14번지 
컴퓨터멕기방,20100603,배출시설 및 방지시설 정상운영 여부,정기,서울특별시 종로구 봉익동 117-2번지 301호 
건후사,20100603,배출시설 및 방지시설 정상운영 여부,정기,서울특별시 종로구 봉익동 104번지 
홍콩멕기,20100524,배출시설 및 방지시설 정상운영 여부,정기,서울특별시 종로구 묘동 33번지 2층 
세화사,20100524,배출시설 및 방지시설 정상운영 여부,정기,서울특별시 종로구 봉익동 141-1번지 
금미사,20100524,배출시설 및 방지시설 정상운영 여부,정기,서울특별시 종로구 봉익동 141-1번지 세화빌딩 지하 108호
종로멕기,20100524,배출시설 및 방지시설 정상운영 여부,정기,서울특별시 종로구 봉익동 154번지 
명성멕기,20100524,배출시설 및 방지시설 정상운영 여부,정기,서울특별시 종로구 봉익동 38-19번지 
골드파트너,20100524,배출시설 및 방지시설 정상운영 여부,정기,서울특별시 종로구 봉익동 38-9번지 
만금사,20100524,배출시설 및 방지시설 정상운영 여부,정기,서울특별시 종로구 봉익동 96-2   번지 2층 
삼화도금,20100524,배출시설 및 방지시설 정상운영 여부,정기,서울특별시 종로구 봉익동 100번지 
쁘띠,20100524,배출시설 및 방지시설 정상운영 여부,정기,서울특별시 종로구 묘동 99-1번지 외 1필지(102-1) 
깨끗한도금,20100524,배출시설 및 방지시설 정상운영 여부,정기,서울특별시 종로구 봉익동 14번지 
선일부식,20100517,배출시설 및 방지시설 정상운영 여부,정기,서울특별시 종로구 봉익동 12-24번지 
대성기획,20100517,배출시설 및 방지시설 정상운영 여부,정기,서울특별시 종로구 묘동 101번지 
태광사,20100517,배출시설 및 방지시설 정상운영 여부,정기,서울특별시 종로구 돈의동 94번지 
희전부식,20100517,배출시설 및 방지시설 정상운영 여부,정기,서울특별시 종로구 돈의동 44-1번지 
바우실업,20100517,배출시설 및 방지시설 정상운영 여부,정기,서울특별시 종로구 돈의동 103-62번지 
동광기업,20100517,배출시설 및 방지시설 정상운영 여부,정기,서울특별시 종로구 익선동 166-29번지 
희전부식,20100517,배출시설 및 방지시설 정상운영 여부,정기,서울특별시 종로구 묘동 88-1번지 
창신사,20100517,배출시설 및 방지시설 정상운영 여부,정기,서울특별시 종로구 묘동 78번지 
제일기획,20100517,배출시설 및 방지시설 정상운영 여부,정기,서울특별시 종로구 묘동 33번지 
덕흥기념사,20100517,배출시설 및 방지시설 정상운영 여부,정기,서울특별시 종로구 묘동 30-1번지 
동현실업,20100517,배출시설 및 방지시설 정상운영 여부,정기,서울특별시 종로구 묘동 24-1번지 
장안기업,20100517,배출시설 및 방지시설 정상운영 여부,정기,서울특별시 종로구 돈의동 1번지 
다래기획,20100517,배출시설 및 방지시설 정상운영 여부,정기,서울특별시 종로구 돈의동 154번지 
세종종합상사,20100517,배출시설 및 방지시설 정상운영 여부,정기,서울특별시 종로구 돈의동 154번지 
대주페트로(주)종로지점 안풍주유소,20100416,배출시설 및 방지시설 정상운영여부,정기,서울특별시 종로구 홍지동 126-1번지 
북악주유소,20100416,배출시설 및 방지시설 정상운영여부,정기,서울특별시 종로구 평창동 103-1번지 
OK카서비스,20100416,배출시설 및 방지시설 정상운영여부,정기,서울특별시 종로구 평창동 66-32번지 
서울대학교 간연구소,20100308,배출시설 및 방지시설 정상여부,정기,서울특별시 종로구 연건동 28번지 (28-2) 
(주)나이벡,20100308,배출시설 및 방지시설 정상여부,정기,서울특별시 종로구 연건동 28-22번지 서울대치과대학 치과생체재료연구동 404호 
서울대학교치과대학 치의학대학원,20100308,배출시설 및 방지시설 정상여부,정기,서울특별시 종로구 연건동 28번지 
우리염색,20100216,배출시설 및 방지시설 정상운영 여부,정기,서울특별시 종로구 충신동 188-8번지 
서울대학교 암연구소,20100215,배출시설 및 방지시설 정상운영 여부,정기,서울특별시 종로구 연건동 28번지 
자하문주유소,20100211,배출시설 및 방지시설 정상운영 여부,정기,서울특별시 종로구 부암동 155-3번지 
명경주유소,20100211,배출시설 및 방지시설 정상운영 여부,정기,서울특별시 종로구 평창동 80-1번지 
세검정셀프세차타운,20100211,배출시설 및 방지시설 정상운영 여부,정기,서울특별시 종로구 부암동 185-1번지 
경일석유(주) 세검정주유소,20100211,배출시설 및 방지시설 정상운영 여부,정기,서울특별시 종로구 평창동 157-1번지 
OK카서비스,20100211,배출시설 및 방지시설 정상운영 여부,정기,서울특별시 종로구 평창동 66-32번지 
북악주유소,20100211,배출시설 및 방지시설 정상운영 여부,정기,서울특별시 종로구 평창동 103-1번지 
대주페트로(주)종로지점 안풍주유소,20100211,배출시설 및 방지시설 정상운영 여부,정기,서울특별시 종로구 홍지동 126-1번지 
특종주유소,20100211,배출시설 및 방지시설 정상운영 여부,정기,서울특별시 종로구 평창동 198-1번지 
